Year,State,Category,Total,Average,Count
2014,NV,Debt,1584716,11567.270073,137
2014,NV,Medical & Personal,74600,8288.88888889,9
2014,NV,Other/NA,98900,16483.3333333,6
2014,NV,Taxes,5000,5000.0,1
2014,NY,Auto & Home,416750,8682.29166667,48
2014,NY,Business,252000,11454.5454545,22
2014,NY,Debt,8069327,12097.9415292,667
2014,NY,Medical & Personal,246000,9840.0,25
2014,NY,Other/NA,794500,8635.86956522,92
2014,NY,Taxes,27000,6750.0,4
2014,OH,Auto & Home,220100,8465.38461538,26
2014,OH,Business,108000,10800.0,10
2014,OH,Debt,4869317,11993.3916256,406
2014,OH,Medical & Personal,80200,5728.57142857,14
2014,OH,Other/NA,428200,8738.7755102,49
2014,OH,Taxes,30000,7500.0,4
2014,OK,Auto & Home,64250,7138.88888889,9
2014,OK,Business,19000,9500.0,2
2014,OK,Debt,1169144,12571.4408602,93
2014,OK,Medical & Personal,15000,5000.0,3
2014,OK,Other/NA,72000,8000.0,9
2014,OR,Auto & Home,149500,13590.9090909,11
2014,OR,Business,59000,11800.0,5
2014,OR,Debt,1254321,10629.8389831,118
2014,OR,Medical & Personal,19300,6433.33333333,3
2014,OR,Other/NA,96700,12087.5,8
2014,PA,Auto & Home,243600,11072.7272727,22
2014,PA,Business,73000,10428.5714286,7
2014,PA,Debt,3882871,12021.2724458,323
2014,PA,Medical & Personal,52600,8766.66666667,6
2014,PA,Other/NA,376700,11771.875,32
2014,PA,Taxes,31000,15500.0,2
2014,RI,Auto & Home,15500,5166.66666667,3
2014,RI,Debt,651465,13029.3,50
2014,RI,Other/NA,20100,6700.0,3
2014,SC,Auto & Home,56000,7000.0,8
2014,SC,Business,30000,10000.0,3
2014,SC,Debt,1280662,11968.8037383,107
2014,SC,Other/NA,18000,6000.0,3
2014,SC,Taxes,30000,15000.0,2
2014,SD,Business,25000,12500.0,2
2014,SD,Debt,227129,10815.6666667,21
2014,SD,Other/NA,14500,7250.0,2
2014,TN,Auto & Home,105400,8107.69230769,13
2014,TN,Business,67000,13400.0,5
2014,TN,Debt,1898504,11791.9503106,161
2014,TN,Medical & Personal,68500,13700.0,5
2014,TN,Other/NA,143900,8464.70588235,17
2014,TN,Taxes,15000,15000.0,1
2014,TX,Auto & Home,649499,10647.5245902,61
2014,TX,Business,236000,12421.0526316,19
2014,TX,Debt,9303995,13310.4363376,699
2014,TX,Medical & Personal,231350,8568.51851852,27
2014,TX,Other/NA,731900,10165.2777778,72
2014,TX,Taxes,60500,15125.0,4
2014,UT,Auto & Home,14000,7000.0,2
2014,UT,Business,25000,12500.0,2
2014,UT,Debt,861000,12850.7462687,67
2014,UT,Medical & Personal,32950,10983.3333333,3
2014,VA,Auto & Home,212500,13281.25,16
2014,VA,Business,163000,13583.3333333,12
2014,VA,Debt,3885722,12698.4379085,306
2014,VA,Medical & Personal,105000,11666.6666667,9
2014,VA,Other/NA,310500,10706.8965517,29
2014,VA,Taxes,65250,13050.0,5
2014,VT,Auto & Home,17400,8700.0,2
2014,VT,Business,35000,11666.6666667,3
2014,VT,Debt,255458,11106.8695652,23
2014,VT,Medical & Personal,4000,4000.0,1
2014,VT,Other/NA,10000,10000.0,1
2014,WA,Auto & Home,171500,9026.31578947,19
2014,WA,Business,100000,11111.1111111,9
2014,WA,Debt,2885300,12544.7826087,230
2014,WA,Medical & Personal,75800,8422.22222222,9
2014,WA,Other/NA,334300,12381.4814815,27
2014,WI,Auto & Home,65000,8125.0,8
2014,WI,Business,49500,12375.0,4
2014,WI,Debt,2111626,12421.3294118,170
2014,WI,Medical & Personal,32000,6400.0,5
2014,WI,Other/NA,171000,9500.0,18
2014,WI,Taxes,16000,8000.0,2
2014,WV,Auto & Home,84000,21000.0,4
2014,WV,Business,18000,6000.0,3
2014,WV,Debt,329969,10998.9666667,30
2014,WY,Auto & Home,20000,20000.0,1
2014,WY,Debt,182000,14000.0,13
2014,WY,Medical & Personal,3000,3000.0,1
