Year,State,Auto,Business,Debt,Home,Medical,Other/NA,Personal,Student,Taxes,Vacation,Wedding,FIPS
2009,HI,0.0,8000.0,11000.0,0.0,0.0,2500.0,0.0,1000.0,0.0,0.0,0.0,US15
2009,ID,1000.0,21000.0,28950.0,0.0,0.0,15000.0,0.0,2000.0,0.0,0.0,0.0,US16
2009,IL,27600.0,42700.0,344385.0,56000.0,0.0,102047.0,0.0,7500.0,0.0,0.0,0.0,US17
2009,IN,12000.0,12500.0,124349.0,16600.0,0.0,13500.0,0.0,3600.0,0.0,0.0,0.0,US18
2009,KS,0.0,0.0,9000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,US20
2009,KY,0.0,1000.0,11000.0,2000.0,0.0,18000.0,0.0,0.0,0.0,0.0,0.0,US21
2009,LA,0.0,0.0,39000.0,0.0,0.0,7500.0,0.0,4976.0,0.0,0.0,0.0,US22
2009,MA,5000.0,5000.0,83350.0,1300.0,0.0,42601.0,0.0,2000.0,0.0,0.0,0.0,US25
2009,MD,2000.0,14000.0,146680.0,13000.0,0.0,44999.0,0.0,20800.0,0.0,0.0,0.0,US24
2009,MI,13100.0,49900.0,77650.0,19999.0,0.0,36300.0,0.0,10450.0,0.0,0.0,0.0,US26
2009,MN,6700.0,4000.0,168950.0,13300.0,0.0,47600.0,0.0,6500.0,0.0,0.0,0.0,US27
2009,MO,11775.0,43700.0,102550.0,15900.0,0.0,42877.0,0.0,5495.0,0.0,0.0,0.0,US29
2009,MS,2000.0,3000.0,10800.0,15180.0,0.0,5700.0,0.0,0.0,0.0,0.0,0.0,US28
2009,MT,2150.0,0.0,4535.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,US30
2009,NC,2100.0,52850.0,125460.0,38300.0,0.0,68000.0,0.0,3100.0,0.0,0.0,0.0,US37
2009,NE,7500.0,2900.0,31950.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,US31
2009,NH,2500.0,0.0,13390.0,1700.0,0.0,1125.0,0.0,0.0,0.0,0.0,0.0,US33
2009,NJ,18400.0,8100.0,61650.0,27500.0,0.0,53900.0,0.0,14700.0,0.0,0.0,0.0,US34
2009,NM,0.0,0.0,17250.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,US35
2009,NV,1700.0,0.0,37875.0,0.0,0.0,12500.0,0.0,0.0,0.0,0.0,0.0,US32
